#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2014-12-09T05:26:34 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5486873a2e45	
#INFO	-out.max=unlimited	
#INFO	queryParameters=17	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_Glon,_Glat
#-sort=_r
#-nav=cat:I/239&tab:{I/239/hip_main}&key:source=I/239/hip_main&HTTPPRM:&&-ref=VIZ5486873a2e45&-out.src=I/239/hip_main&Clear= Clear&-c.r=  2&-sort=_r&-order=I&-out=HIP&-out=RAhms&-out=DEdms&-out=Vmag&Vmag=<6&-out=RA(ICRS)&-out=DE(ICRS)&-out=Plx&-out=pmRA&-out=pmDE&-out=e_Plx&-out=B-V&-out=Notes&-out=HD&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.add=_r&-out.add=_RAJ,_DEJ&-oc.form=sexa&-c.geom=r&-out.max=50&-out.form=HTML Table&undefined=CDS, France&-c.eq=J2000&-c.u=arcmin&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=I/239/hip_main
#-order=I
#-out=Vmag
#Vmag=<6
#-out=Plx
#-out=HD
#HIPep=HIPep
#Erratum=Erratum
#

#RESOURCE=yCat_1239
#Name: I/239
#Title: The Hipparcos and Tycho Catalogues (ESA 1997)
#Coosys	J2000_1991.250:	eq_FK5 J2000
#Coosys	G:	galactic
#Table	I_239_hip_main:
#Name: I/239/hip_main
#Title: The Hipparcos Main Catalogue\vizContent{timeSerie}
#Column	_Glon	(F8.4)	Galactic longitude at Epoch=J1991.25, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.galactic.lon]
#Column	_Glat	(F8.4)	Galactic latitude at Epoch=J1991.25, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.galactic.lat]
#Column	Vmag	(F5.2)	? Magnitude in Johnson V (H5)	[ucd=phot.mag;em.opt.V]
#Column	Plx	(F7.2)	? Trigonometric parallax (H11)	[ucd=pos.parallax.trig]
#Column	HD	(I6)	[1/359083]? HD number <III/135> (H71) [NULL integer written as an empty string]	[ucd=meta.id]
_Glon|_Glat|Vmag|Plx|HD
144.8452|-17.9155| 4.91|  40.52| 16739
155.5277|-35.7433| 5.74|   9.64| 16811
268.8113|-58.3239| 5.40|  58.00| 17051
139.1613| -5.7936| 5.85|   7.90| 16735
138.5056| -4.3549| 5.76|   7.76| 16727
168.9193|-49.3819| 3.47|  39.78| 16970
151.2871|-28.9257| 4.65|   8.82| 16908
143.3122|-14.0714| 5.43|   4.71| 16901
191.8078|-60.5684| 4.24|   7.40| 17081
141.1647| -9.6098| 4.10|  89.03| 16895
159.2189|-39.4602| 5.78|   6.76| 17036
133.3407|  7.2743| 5.95|   8.02| 16769
163.2538|-43.6945| 4.27|  38.71| 17094
161.4297|-41.7859| 5.17|  26.15| 17093
200.8331|-62.5273| 4.47|  71.56| 17206
284.1137|-49.0490| 5.73|  18.23| 17504
287.7544|-46.0044| 4.83|  11.06| 17566
127.3327| 19.5889| 5.80|   6.54| 16458
151.4180|-27.1042| 4.52|  18.06| 17361
158.1856|-36.4471| 5.83|   6.50| 17459
153.9063|-30.5342| 5.89|   7.08| 17471
282.7439|-49.4587| 5.25|  19.73| 17848
231.7892|-64.0150| 4.45|  19.31| 17652
158.9315|-37.0361| 5.26|   5.41| 17543
221.6350|-63.7901| 5.39|   5.88| 17729
152.9774|-28.6060| 3.61|  20.45| 17573
239.4130|-63.3376| 5.92|   6.52| 17793
293.3529|-39.7680| 4.76|   9.92| 18293
147.2537|-18.8616| 4.22|  25.54| 17584
239.0102|-63.2828| 5.48|   6.14| 17829
139.1449| -3.1762| 3.77|   2.45| 17506
206.7966|-62.0921| 4.76|  17.85| 17824
161.1745|-38.7153| 5.52|   6.80| 17769
149.0726|-21.6446| 4.56|   7.97| 17709
143.3780|-11.2000| 5.86|   8.21| 17656
133.4675|  8.5195| 5.94|   2.31| 17463
244.6161|-62.1183| 5.93|  16.83| 18149
209.9638|-61.9348| 5.93|  10.73| 18071
147.8152|-18.5553| 5.34|  13.87| 17904
141.0238| -5.7406| 3.93|  13.15| 17878
159.9303|-35.4530| 5.76|   8.08| 18191
137.2123|  2.1507| 5.59|  37.78| 17948
167.7565|-43.3681| 5.97|  22.46| 18262
187.1550|-55.3111| 3.89|  24.49| 18322
160.2949|-35.6230| 5.58|  28.24| 18256
180.3572|-52.0375| 5.16|  17.28| 18331
151.8792|-23.7696| 5.10|   8.43| 18296
213.4638|-61.4640| 5.44|  20.54| 18454
158.8794|-33.2176| 5.80|  31.41| 18404
213.0230|-61.2484| 5.82|   4.99| 18535
247.8557|-60.7362| 2.88|  20.22| 18622
179.7908|-51.0331| 5.22|  10.20| 18543
148.0434|-16.9208| 4.68|  10.02| 18411
282.8521|-47.7892| 4.98|  10.40| 18866
150.4498|-20.7792| 4.94|   9.31| 18449
158.6928|-32.5135| 4.63|  11.15| 18519
216.5648|-61.2686| 5.69|  30.92| 18692
147.4994|-15.6423| 5.89|   4.18| 18482
179.6751|-50.6380| 5.56|   9.76| 18633
168.2059|-42.4140| 4.71|   7.69| 18604
144.4447|-10.2173| 5.47|   5.85| 18474
166.8018|-40.7366| 5.93|   7.39| 18700
142.1095| -5.6336| 5.24|   4.10| 18537
186.6264|-53.6363| 5.75|  10.71| 18784
222.4959|-61.2295| 5.88|  32.94| 18907
156.0243|-27.8984| 5.91|  15.24| 18769
190.0325|-54.8003| 5.84|  11.55| 18885
289.9281|-41.7636| 5.51|   6.21| 19400
173.3158|-45.5955| 2.54|  14.82| 18884
173.0831|-45.3880| 5.62|   7.32| 18883
213.5388|-60.2963| 4.08|  37.85| 18978
187.0358|-53.3423| 5.32|  12.65| 18953
259.3629|-57.4974| 5.81|   3.97| 19141
277.4297|-50.3374| 5.12|  23.67| 19319
187.3035|-52.9779| 5.26|  23.22| 19107
142.0675| -4.3368| 2.91|  12.72| 18925
149.5977|-17.0090| 3.32|  10.03| 19058
157.5332|-28.4670| 5.45|   8.11| 19134
140.5872| -1.4977| 4.77|  15.95| 18970
129.0844| 18.1931| 5.49|   4.69| 18438
166.3130|-38.0645| 5.64|  10.21| 19270
185.8688|-51.6218| 5.23|   6.10| 19349
137.1357|  4.9993| 5.89|   5.85| 19065
295.3367|-36.0485| 5.67|  13.13| 20313
148.9765|-14.9003| 2.09|  35.14| 19356
144.5950| -7.3815| 4.05|  94.93| 19373
147.1226|-11.4320| 3.79|  29.05| 19476
156.0120|-24.7768| 5.74|   2.89| 19548
168.3982|-38.4146| 5.97|   6.24| 19698
150.2320|-15.7336| 4.61|  10.69| 19656
162.6018|-32.1368| 4.35|  19.44| 19787
128.1367| 20.0540| 5.92|  16.13| 18778
132.1146| 14.0841| 4.85|  20.15| 19275
224.7331|-59.0314| 3.80|  70.86| 20010
157.6756|-25.9550| 5.78|   8.78| 19832
253.8231|-56.9577| 5.92|  22.83| 20121
173.4000|-41.9900| 5.55|   4.18| 19926
273.2962|-50.9036| 5.71|   2.48| 20234
181.5035|-47.3419| 5.07|  44.69| 19994
145.9598| -8.2454| 5.93|  10.47| 19845
162.3840|-30.6232| 4.87|   9.59| 20150
156.2276|-22.8548| 5.61|   7.52| 20149
141.5719| -0.4119| 5.79|   2.02| 20041
191.5788|-51.3085| 4.80|  27.18| 20320
293.6548|-37.0083| 5.51|  34.02| 21024
144.8897| -5.6569| 5.04|   3.91| 20123
155.4690|-21.3629| 5.98|   5.92| 20277
258.8082|-54.9388| 5.84|   6.89| 20640
279.1010|-47.2157| 5.53|  82.51| 20766
151.5075|-15.3351| 5.97|   5.37| 20346
148.8537|-11.3578| 5.49|   5.06| 20315
224.6103|-57.7121| 5.93|  16.14| 20606
278.9746|-47.2186| 5.24|  82.79| 20807
213.2582|-56.4600| 4.86|  12.79| 20610
182.5255|-46.1015| 5.62|  14.68| 20559
145.6001| -6.0578| 5.16|   6.18| 20365
206.6227|-55.1461| 5.72|  27.33| 20631
154.6336|-19.4282| 4.85|   2.21| 20468
145.7365| -6.1223| 5.05|   6.78| 20418
178.2229|-43.0728| 4.84| 109.18| 20630
212.0889|-55.9958| 3.70|  12.63| 20720
216.2144|-56.5905| 5.63|   2.78| 20729
250.7528|-56.0835| 4.26| 165.02| 20794
159.3374|-25.1102| 5.91|  15.88| 20618
137.4569|  7.0610| 4.74|   4.07| 20336
130.6610| 17.1590| 5.44|  12.36| 19978
158.1375|-23.4605| 4.47|   5.09| 20644
178.3227|-42.5440| 5.70|  11.23| 20791
163.6572|-29.6360| 5.27|   7.06| 20756
215.5353|-56.0718| 5.50|   7.75| 20894
149.8063|-11.5784| 4.96|  21.00| 20677
146.6716| -6.7412| 5.94|  21.86| 20675
159.4315|-24.3795| 5.55|   3.35| 20825
164.2691|-29.7289| 5.10|  10.23| 20893
146.7784| -6.5014| 5.32|   5.22| 20809
161.7824|-26.3864| 5.50|  14.18| 21017
146.5686| -5.8624| 1.79|   5.51| 20902
156.0897|-19.3023| 5.78|   6.19| 20995
138.4610|  6.4397| 5.13|   2.61| 20797
174.1178|-38.1563| 3.61|  15.42| 21120
285.6539|-42.2442| 5.96|  25.45| 21722
222.3698|-55.6978| 5.93|   7.52| 21430
174.0156|-37.2474| 3.73|  14.68| 21364
237.2723|-55.8468| 5.71|   7.02| 21574
197.3516|-50.0077| 5.74|   9.58| 21530
147.5226| -6.1852| 4.99|   5.72| 21278
156.6050|-18.6110| 5.72|   9.51| 21402
147.1861| -5.4622| 5.58|   5.89| 21362
141.4976|  2.8782| 4.21|   0.76| 21291
147.4460| -5.6961| 4.67|   5.84| 21428
278.3525|-45.9364| 4.71|  46.65| 22001
199.5471|-50.3234| 5.57|   7.76| 21688
142.1883|  2.0644| 4.55|   1.32| 21389
249.2141|-54.4093| 5.76|  16.04| 21882
293.7947|-35.8012| 5.68|  10.63| 22676
144.1445| -0.7496| 5.09|  17.07| 21447
173.3246|-35.5456| 5.14|   7.82| 21686
148.4802| -6.8251| 4.36|   9.23| 21552
256.8664|-52.9961| 5.98|   8.81| 21981
148.4232| -6.7323| 5.82|   3.75| 21551
189.9601|-46.1760| 4.74|   8.57| 21790
178.0406|-39.0743| 5.93|   6.31| 21755
282.2297|-43.6834| 5.81|   3.83| 22252
172.0678|-34.3159| 4.14|   9.05| 21754
148.6797| -6.6509| 5.47|   5.57| 21699
126.5046| 23.1982| 5.62|   9.18| 20084
149.8703| -8.2243| 5.30|  27.46| 21770
261.2884|-51.6453| 5.67|  10.63| 22231
175.5140|-36.5506| 5.76|   9.18| 21933
156.3159|-16.7535| 5.91|   1.99| 21856
195.8465|-48.0493| 3.72| 310.75| 22049
153.7225|-13.0860| 5.79|  18.29| 21912
144.8443| -0.8421| 5.98|  14.71| 21819
213.5202|-52.7846| 4.26|  11.02| 22203
163.9539|-25.1406| 5.95|   6.28| 22091
198.6597|-48.2551| 5.56|   8.60| 22409
207.4724|-50.8507| 5.24|   6.89| 22470
149.1728| -6.0897| 4.32|   4.66| 22192
184.9109|-41.5684| 5.82|  34.52| 22468
185.1238|-41.6658| 4.29|  72.89| 22484
244.8553|-53.5139| 4.57|  14.88| 22663
194.2919|-45.8074| 5.86|   8.35| 22675
192.2753|-44.7478| 5.97|  28.44| 22713
183.0128|-39.4242| 5.55|   8.14| 22796
192.0991|-44.1830| 5.53|   4.41| 22920
156.3729|-14.0377| 5.55|   4.04| 22780
140.8353|  6.4442| 5.06|   6.27| 22649
230.8817|-52.7732| 4.99|   4.45| 23227
168.9958|-27.5083| 5.68|   7.97| 23016
158.9199|-16.7030| 4.97|   3.53| 22951
142.8664|  3.9027| 5.74|   1.48| 22764
239.7645|-52.6885| 4.59|  18.34| 23319
150.2833| -5.7684| 3.01|   6.18| 22928
198.0897|-45.9965| 3.52| 110.58| 23249
199.0542|-46.2764| 5.59|  23.30| 23281
279.2367|-43.5370| 3.84|  32.71| 23817
160.3636|-17.7398| 3.84|   2.21| 23180
188.3211|-41.0848| 5.24|   4.99| 23363
157.6404|-14.4896| 5.60|   9.83| 23193
166.0384|-23.7285| 5.45|   9.75| 23288
166.1803|-23.8486| 3.72|   8.80| 23302
187.4828|-40.4854| 5.56|   9.28| 23413
165.7050|-23.2643| 5.66|   8.87| 23324
153.8320| -9.6326| 3.77|   5.86| 23230
165.9838|-23.5346| 4.30|   8.75| 23338
255.6677|-50.6289| 5.72|   8.93| 23719
181.2822|-36.3910| 5.34|   5.54| 23466
166.1705|-23.5145| 3.87|   9.06| 23408
166.0493|-23.3633| 5.76|   8.43| 23432
152.0008| -7.1088| 5.66|   3.14| 23300
138.6808|  9.8347| 5.79|  18.06| 23005
141.1034|  6.8131| 4.78|   4.08| 23089
201.5540|-46.4673| 4.43|   6.56| 23614
180.6698|-35.8100| 5.91|   9.68| 23526
166.5698|-23.7492| 4.14|   9.08| 23480
226.8093|-51.6108| 5.91|   9.90| 23738
217.3494|-50.3235| 4.22|  55.79| 23754
289.1297|-37.7981| 3.26|  15.23| 24512
166.6681|-23.4552| 2.85|   8.87| 23630
218.3719|-50.3026| 5.24|  11.98| 23878
228.1954|-51.3965| 5.52|  11.55| 23940
177.1710|-32.5340| 5.08|   5.77| 23793
167.3317|-23.8255| 5.44|   9.64| 23753
214.0397|-49.2736| 5.81|   3.93| 23978
240.1714|-51.5314| 4.30|  20.23| 24071
187.6511|-39.4282| 5.91|   6.58| 23887
153.5231| -8.1035| 5.95|  14.43| 23728
167.0135|-23.2344| 3.62|   8.57| 23850
166.9566|-23.1694| 5.05|   8.42| 23862
136.5456| 12.8621| 5.40|  10.02| 23277
237.8852|-51.3996| 4.17|  15.54| 24160
140.0236|  8.7503| 4.39|   3.38| 23475
160.7003|-16.4168| 5.14|  10.96| 23848
141.4491|  7.0257| 5.82|  14.11| 23523
153.0157| -7.2175| 5.65|   9.41| 23838
166.1040|-21.9335| 5.24|  16.96| 23985
136.3140| 13.2746| 4.59|   9.73| 23401
160.2266|-15.1369| 5.78|   3.15| 24131
182.0709|-34.8750| 5.66|   4.63| 24263
194.4865|-41.7379| 5.48|   6.49| 24388
172.9384|-27.4134| 5.97|  24.14| 24357
254.4348|-49.3729| 5.93|   9.06| 24706
151.1460| -3.9813| 5.76|   7.58| 24240
235.5681|-50.5309| 5.11|   9.19| 24626
219.9955|-49.1429| 4.64|   8.46| 24587
145.2211|  3.2226| 5.80|  19.14| 24141
162.2891|-16.6904| 2.84|   3.32| 24398
192.0952|-40.0991| 4.46|   9.46| 24554
244.3842|-50.2299| 5.70|   6.32| 24744
202.9734|-44.4703| 5.99|  20.41| 24712
151.9441| -4.3321| 5.39|   3.86| 24504
160.4687|-13.9738| 5.49|   3.36| 24640
150.2033| -2.1035| 5.28|  24.51| 24546
169.5896|-23.1556| 5.62|  22.31| 24740
143.5350|  5.9025| 4.99|   1.76| 24480
142.2766|  7.4169| 4.95|   9.65| 24479
157.3537|-10.0884| 2.90|   6.06| 24760
205.1617|-44.4728| 2.97|  14.75| 25025
274.0185|-43.7757| 4.56|   6.15| 25422
195.6810|-40.4861| 5.85|  22.88| 25069
160.3723|-13.1065| 3.98|   1.84| 24912
204.1992|-43.7493| 5.61|   3.66| 25165
219.6470|-47.6246| 4.62|   9.85| 25267
229.2275|-48.7082| 5.93|   9.09| 25371
178.3717|-29.3756| 3.41|   8.81| 25204
173.6531|-25.5014| 5.89|  21.99| 25202
274.8052|-43.2141| 4.48|   6.65| 25705
273.4345|-43.6365| 4.97|   9.85| 25728
191.8833|-37.8143| 5.28|   7.20| 25340
180.7560|-30.7996| 5.67|   5.77| 25330
190.7398|-36.8720| 5.38|  52.00| 25457
184.6796|-33.0586| 3.91|  25.24| 25490
185.3092|-33.2825| 5.32|   3.12| 25558
182.7781|-31.5323| 5.45|  27.80| 25570
187.9022|-34.7648| 5.36|  28.87| 25621
169.6674|-20.7880| 5.46|   3.42| 25555
205.1718|-42.7693| 5.62|   8.12| 25723
145.5143|  5.0294| 5.00|   1.88| 25291
171.2774|-22.1509| 4.36|  18.04| 25604
171.4456|-22.0948| 5.90|  59.79| 25680
225.3063|-47.1820| 5.59|  23.16| 25945
139.1466| 12.1821| 5.88|   5.23| 25274
151.6257| -1.3215| 4.25|   9.41| 25642
167.4281|-17.9593| 5.18|   6.60| 25823
166.4626|-16.8996| 5.21|  36.26| 25867
175.6288|-24.8283| 5.89|   9.46| 26038
160.2694|-10.1464| 5.52|  46.87| 25998
153.6542| -3.0451| 3.96|   5.89| 25940
179.1063|-27.2447| 5.94|   7.32| 26171
174.0010|-23.0919| 5.51|  11.21| 26162
210.3214|-43.1223| 5.45|   4.49| 26326
125.7660| 24.9153| 5.84|  24.44| 22701
130.5091| 20.9074| 5.10|   9.44| 25007
199.1874|-38.7558| 5.44|   8.65| 26409
201.3960|-39.5766| 5.70|  10.06| 26464
168.9601|-18.0798| 5.39|  16.72| 26322
246.4965|-47.0182| 4.93|  18.61| 26612
163.7700|-13.0287| 5.75|   5.95| 26311
186.5808|-31.7242| 5.71|  25.89| 26462
215.7225|-43.9876| 5.80|  13.06| 26591
199.3239|-38.3913| 4.04|  25.98| 26574
184.9317|-29.9614| 5.29|  27.04| 26690
183.5959|-28.9357| 4.84|   8.78| 26722
246.8788|-46.4143| 3.85|  27.85| 26967
203.5781|-39.4508| 4.87|  15.80| 26846
274.3144|-41.6535| 3.33|  19.98| 27256
183.0430|-28.3440| 5.22|   6.88| 26793
273.9428|-41.7203| 5.45|  12.21| 27304
159.4507| -7.5400| 4.67|   5.20| 26673
153.9392| -1.8244| 4.12|   4.51| 26630
200.7468|-38.0391| 4.43| 198.24| 26965
184.2070|-28.8542| 4.27|   7.50| 26912
259.8355|-44.7851| 4.26|  49.26| 27290
270.2037|-42.5633| 4.44|  54.84| 27442
150.5414|  2.1261| 5.20|   9.24| 26764
144.7820|  8.0412| 5.69|   7.97| 26670
147.6166|  5.2143| 5.72|  12.38| 26755
174.6053|-21.0329| 4.93|  34.87| 27045
199.7603|-37.0314| 5.95|   5.92| 27179
275.0854|-41.0111| 5.88|   7.05| 27657
234.6749|-45.4713| 3.55|  18.27| 27376
293.7986|-32.9039| 5.67|   8.00| 28525
153.0209| -0.0890| 4.60|  10.25| 26961
173.9956|-20.1701| 5.64|  18.25| 27176
153.3054| -0.1559| 5.46|  12.59| 27084
249.6086|-45.3163| 5.33|  14.10| 27588
174.5163|-20.2789| 5.50|  12.20| 27295
174.0437|-19.8284| 5.34|  10.32| 27309
179.0835|-23.8157| 3.65|  21.17| 27371
180.4587|-24.7990| 5.58|  22.31| 27397
152.8033|  0.5738| 5.55|   2.74| 27192
159.2378| -5.8894| 5.95|   9.42| 27278
169.8339|-15.9434| 4.97|   9.53| 27382
164.4710|-10.9550| 4.93|  14.42| 27348
179.6681|-24.0053| 5.26|  21.20| 27459
217.0090|-42.0681| 5.38|   7.05| 27616
142.7179| 10.6598| 5.26|   9.80| 27022
187.6145|-29.4911| 5.76|   7.62| 27497
201.4960|-36.8338| 5.85|   4.31| 27563
295.0672|-32.0469| 5.78|  18.61| 29116
193.7475|-32.8559| 5.86|   6.98| 27611
156.0803| -2.4045| 4.80|   7.03| 27396
145.9976|  7.6706| 5.40|   7.64| 27245
149.0303|  4.7039| 5.91|  10.53| 27322
275.0119|-40.5232| 5.24|   8.58| 28093
180.7761|-24.3782| 5.72|  21.87| 27628
175.2566|-19.9751| 5.91|   1.86| 27639
171.5060|-16.7421| 5.38|  12.19| 27638
178.0152|-22.0087| 3.77|  21.29| 27697
222.7468|-42.7457| 5.81|   7.18| 27881
178.7291|-22.4112| 5.64|  21.17| 27749
197.8246|-34.2979| 5.17|  15.66| 27861
185.1101|-26.8763| 5.10|   8.23| 27820
235.1727|-44.2273| 3.97|  11.95| 28028
178.2881|-21.8597| 4.80|  22.36| 27819
165.3841|-10.6503| 5.73|   5.34| 27777
165.5305|-10.7471| 5.77|  24.00| 27786
177.1160|-20.6759| 5.97|  20.40| 27901
272.1823|-40.9178| 5.94|   5.08| 28413
174.5645|-18.4836| 4.21|  21.27| 27934
174.6468|-18.5369| 5.27|  22.65| 27946
178.1175|-21.2949| 4.30|  22.05| 27962
167.6254|-12.2427| 5.29|  13.42| 27971
174.3016|-17.9789| 4.28|  21.07| 28024
180.1816|-22.6031| 4.48|  20.86| 28052
180.9893|-23.1210| 4.69|   7.17| 28100
130.8923| 21.5021| 5.42|   3.48| 26836
174.3129|-17.6880| 5.53|   7.86| 28149
184.1561|-25.1092| 5.87|   6.70| 28217
273.6413|-40.1988| 5.74|   9.92| 28732
175.5247|-18.4595| 5.72|  20.85| 28226
128.4017| 23.4009| 5.51|   4.76| 26356
181.2579|-22.7670| 5.90|  18.42| 28294
179.9013|-21.7454| 4.96|  16.78| 28292
193.4179|-30.5659| 5.53|   8.47| 28375
180.2564|-21.9698| 3.84|  20.66| 28307
177.5961|-19.9238| 3.53|  21.04| 28305
216.3406|-39.9071| 5.95|  10.09| 28479
180.3473|-22.0106| 3.40|  21.89| 28319
182.7804|-23.7275| 5.02|  20.33| 28355
208.7791|-37.4029| 5.61|   2.07| 28497
128.8364| 23.1524| 5.47|  10.74| 26659
180.7835|-21.8778| 5.58|  22.93| 28485
180.3829|-21.4526| 4.78|  22.54| 28527
182.4883|-22.9692| 5.40|  21.84| 28556
180.8194|-21.7490| 5.47|  22.55| 28546
237.6178|-43.0434| 5.95|   8.92| 28776
250.3715|-43.2181| 5.07|   4.59| 28873
195.3356|-30.6256| 4.91|   3.93| 28749
151.9142|  3.9508| 5.78|  -1.53| 28446
198.6226|-32.1018| 5.76|   7.61| 28843
137.8881| 16.4797| 5.94|   8.74| 28204
229.8574|-41.5873| 4.49|  26.22| 29085
273.7361|-39.4712| 5.79|  21.74| 29399
182.0498|-21.6651| 4.65|  21.39| 28910
202.4741|-33.5463| 5.71|   4.18| 29009
263.8326|-41.4155| 3.30|  18.56| 29305
190.3245|-27.0801| 5.67|   7.99| 28978
204.1039|-34.1795| 5.20|   4.05| 29064
204.9008|-34.5152| 5.24|   4.96| 29065
170.7734|-12.5275| 5.88|   7.00| 28929
231.0126|-41.3059| 3.81|  15.62| 29291
186.4027|-24.1259| 4.25|  21.68| 29140
180.9714|-20.2481| 0.87|  50.09| 29139
199.3117|-31.3761| 3.93|   5.56| 29248
144.5353| 11.3017| 5.91|   7.36| 28780
161.7612| -4.0318| 4.25|   5.08| 29094
272.6711|-39.3423| 5.59|  16.02| 29712
195.1343|-28.9390| 5.32|   3.85| 29335
198.6124|-30.6577| 5.22|  33.60| 29391
181.7230|-20.1165| 5.78|  21.96| 29375
184.7366|-22.2409| 4.27|  21.79| 29388
211.3194|-35.8956| 3.86|  29.84| 29503
177.8838|-17.2164| 5.85|   9.03| 29365
208.9641|-34.8484| 4.99|  14.34| 29573
188.9947|-24.7586| 5.38|  19.44| 29499
182.0755|-20.0686| 5.08|  21.49| 29479
181.9946|-19.9737| 4.67|  20.51| 29488
211.5175|-35.6626| 5.46|  16.42| 29613
153.3208|  4.2609| 5.07|   6.58| 29317
153.0304|  4.5276| 5.36|  11.76| 29316
185.3061|-22.0530| 5.45|   9.46| 29589
223.5840|-38.9101| 5.56|  10.34| 29737
217.7904|-37.3618| 4.32|   9.03| 29755
246.1558|-41.4954| 4.44|  49.67| 29875
172.0173|-11.6373| 5.73|   9.74| 29646
157.0653|  1.2767| 5.66|  10.48| 29526
164.6600| -5.2710| 5.97|  32.03| 29645
239.9189|-40.9113| 5.04|  36.16| 29992
176.6445|-15.0717| 4.27|   8.14| 29763
257.5800|-40.7871| 5.30|   9.50| 30185
160.9509| -1.7787| 5.30|  12.02| 29722
282.9695|-35.8343| 5.53|   6.75| 30612
231.6848|-39.7394| 5.66|   4.36| 30080
156.0158|  2.6186| 5.86|   5.09| 29721
205.9623|-32.3665| 5.98|   8.04| 30020
205.7222|-32.1233| 5.78|   2.43| 30076
216.9850|-36.1986| 5.53|  11.06| 30127
269.4423|-39.0516| 5.28|  14.66| 30478
186.9005|-21.8001| 5.39|  20.73| 30034
220.1459|-36.8665| 5.72|   5.20| 30238
200.5297|-29.3368| 4.01|   6.13| 30211
186.6545|-21.1567| 5.35|  12.24| 30210
180.7066|-16.9345| 5.99|  10.81| 30197
163.7342| -3.2268| 5.99|   7.36| 30138
215.3641|-34.8056| 5.49|  75.10| 30495
151.2703|  7.5345| 5.29|  20.12| 30121
214.7833|-34.3717| 5.76|  24.06| 30606
203.3953|-29.8244| 5.77|  37.73| 30562
135.7321| 19.3972| 5.96|  21.92| 29678
170.9136| -8.5231| 5.57|  13.90| 30454
170.0276| -7.7780| 5.84|   9.71| 30453
191.4514|-23.0658| 3.19| 124.60| 30652
166.3011| -4.5684| 4.89|   6.18| 30504
214.8375|-33.9624| 5.03|  13.40| 30814
189.8226|-21.8285| 4.35|  16.84| 30739
261.2744|-39.2219| 5.58|  26.97| 31203
157.7789|  2.7911| 5.64|  10.16| 30557
192.8903|-23.5223| 3.68|   2.59| 30836
181.3763|-15.9089| 5.08|  17.27| 30780
237.3425|-38.7392| 5.82|  11.39| 31093
146.2506| 12.1548| 5.47|   6.53| 30442
185.4277|-18.3897| 4.71|   6.02| 30959
167.2553| -4.6469| 4.79|   5.81| 30834
174.2045|-10.1321| 5.97|   9.27| 30912
162.7137| -0.8993| 5.68|   6.31| 30823
203.7483|-28.7785| 4.36|  14.39| 31109
196.0784|-24.7130| 5.33|   5.11| 31139
144.0656| 14.0424| 4.26|   0.47| 30614
196.2669|-24.5625| 3.71|   2.43| 31237
188.2081|-19.5589| 5.18|  13.54| 31283
191.4445|-21.5887| 5.33|   7.39| 31296
198.2178|-25.4520| 5.98|   3.38| 31331
189.3456|-20.2532| 4.64|  27.04| 31295
153.0700|  7.3581| 5.52|   4.93| 30958
215.9494|-33.0646| 5.71|   6.85| 31414
287.1148|-33.5505| 5.47|   4.58| 32440
215.6136|-32.9001| 5.71|  11.30| 31444
185.2377|-17.2811| 5.79|   7.71| 31373
155.0538|  5.9975| 5.75|   6.82| 31134
186.6263|-18.0519| 4.06|  19.26| 31421
203.9326|-27.8754| 5.50|   4.41| 31512
170.5900| -6.1595| 2.69|   6.37| 31398
154.4651|  6.6806| 4.43|   8.68| 31278
183.6662|-15.7537| 5.51|   6.91| 31539
178.0931|-11.6452| 5.79|   6.92| 31553
177.2440|-10.9192| 5.79|  11.01| 31592
197.5583|-24.0193| 4.47|   3.42| 31767
295.2281|-30.4686| 5.84|   9.34| 34172
215.9650|-32.0593| 5.65|  23.17| 31925
167.1503| -2.8768| 4.93|  20.50| 31647
209.5504|-29.4077| 5.39|  18.29| 32008
211.9405|-30.3446| 4.78|  11.21| 32045
166.0918| -1.7876| 5.95|  18.86| 31761
131.3797| 22.7755| 5.09|   9.46| 30338
220.2729|-32.8487| 4.91|  15.60| 32309
206.5937|-27.6891| 4.80|   3.41| 32249
198.9500|-23.8152| 5.91|   6.55| 32263
162.7883|  1.1786| 3.03|   1.60| 31964
227.4519|-34.6182| 5.01|  13.45| 32436
233.9938|-35.9232| 5.92|   9.90| 32515
165.0187| -0.4285| 3.69|   4.14| 32068
282.7736|-34.2077| 5.30|   5.08| 33285
223.4885|-33.4596| 5.74|   6.22| 32503
203.8190|-26.0262| 5.86|  10.48| 32393
255.6363|-37.6337| 5.37|  38.19| 32743
180.7714|-12.0647| 4.62|  20.01| 32301
149.5683| 11.3787| 4.03|   3.27| 31910
225.4043|-33.7009| 5.61|  16.65| 32667
238.6004|-36.2253| 4.55|  17.63| 32831
186.1824|-15.3451| 4.65|   8.15| 32549
256.1687|-37.2785| 5.05|   6.88| 33042
